trainLoss,test_Loss,acc_list
1.058477520942688,1.061833381652832,0.5
0.8173760771751404,1.0226821899414062,0.5
0.6042730808258057,1.2146340608596802,0.5
0.7773194313049316,0.6383787989616394,0.8214285714285714
0.47967779636383057,0.32214152812957764,0.9642857142857143
0.524085283279419,0.20878908038139343,1.0
0.6145408153533936,0.49315834045410156,0.8928571428571429
0.22907407581806183,0.19851554930210114,1.0
0.25663697719573975,0.2089293897151947,0.8928571428571429
0.2336331605911255,0.23720373213291168,0.9285714285714286
0.5029010772705078,0.2203914225101471,1.0
0.20155566930770874,0.20357298851013184,0.9642857142857143
0.23652046918869019,0.209438756108284,0.9285714285714286
0.23023048043251038,0.24157266318798065,0.9285714285714286
0.3643554747104645,0.20541970431804657,0.7857142857142857
0.2139812558889389,0.19854585826396942,0.8214285714285714
0.2502882182598114,0.19893711805343628,0.9285714285714286
0.24319544434547424,0.4073387086391449,1.0
0.22570866346359253,0.20773662626743317,1.0
0.29813992977142334,0.19855672121047974,1.0
0.3776852786540985,0.19895018637180328,0.9285714285714286
0.3776608407497406,0.19969001412391663,0.9285714285714286
0.23272794485092163,0.19853705167770386,1.0
0.20803678035736084,0.22913989424705505,1.0
0.21035216748714447,0.19922035932540894,1.0
0.20041215419769287,0.19854778051376343,0.9642857142857143
0.41608893871307373,0.1992415487766266,0.9642857142857143
0.2738640606403351,0.2018783688545227,0.9285714285714286
0.5224332809448242,0.19879885017871857,0.9642857142857143
0.33484208583831787,0.19884426891803741,0.9285714285714286
0.24372993409633636,0.19942447543144226,0.9642857142857143
0.20754140615463257,0.23150154948234558,1.0
0.2148875743150711,0.2052055448293686,0.9285714285714286
0.20991532504558563,0.19891734421253204,1.0
0.2320035994052887,0.2005767822265625,0.9285714285714286
0.23431847989559174,0.19929786026477814,0.9285714285714286
0.20538650453090668,0.20593687891960144,0.9285714285714286
0.22416050732135773,0.2036677598953247,0.9285714285714286
0.19879458844661713,0.19978351891040802,0.9642857142857143
0.2190628945827484,0.20328429341316223,1.0
0.22316035628318787,0.20111021399497986,0.9285714285714286
0.2026749551296234,0.19971545040607452,1.0
0.20182499289512634,0.198531374335289,1.0
0.286853164434433,0.20443326234817505,0.9285714285714286
0.23676267266273499,0.19894114136695862,0.9285714285714286
0.19939474761486053,0.20129872858524323,0.9285714285714286
0.21301664412021637,0.20214137434959412,1.0
0.22902145981788635,0.198515385389328,0.9285714285714286
0.19905191659927368,0.2021486908197403,0.9642857142857143
0.2265767902135849,0.19856208562850952,0.9642857142857143
0.20381735265254974,0.19936838746070862,1.0
0.28917521238327026,0.19934707880020142,0.9642857142857143
0.22262424230575562,0.19869448244571686,0.9642857142857143
0.2248757779598236,0.1996644288301468,0.9642857142857143
0.19914519786834717,0.19933313131332397,1.0
0.19923996925354004,0.20096047222614288,0.9642857142857143
0.19940036535263062,0.20009775459766388,0.9642857142857143
0.19887509942054749,0.19954238831996918,0.9642857142857143
0.19875489175319672,0.19869348406791687,1.0
0.21356430649757385,0.19864682853221893,1.0
0.19890624284744263,0.19868206977844238,1.0
0.20526431500911713,0.1985306739807129,1.0
0.20085498690605164,0.2090248167514801,1.0
0.19923070073127747,0.19867658615112305,1.0
0.19988159835338593,0.1987532675266266,1.0
0.2015206515789032,0.20712536573410034,1.0
0.19983533024787903,0.19871263206005096,1.0
0.19900470972061157,0.19882532954216003,1.0
0.19921769201755524,0.2028500884771347,1.0
0.20496466755867004,0.19875577092170715,1.0
0.20085790753364563,0.19886742532253265,1.0
0.19873958826065063,0.19864049553871155,1.0
0.19991159439086914,0.20227324962615967,1.0
0.19898869097232819,0.199430450797081,1.0
0.22381998598575592,0.1985190361738205,1.0
0.19892680644989014,0.19869810342788696,1.0
0.19991958141326904,0.1989051252603531,0.9642857142857143
0.19882215559482574,0.19853565096855164,1.0
0.19906949996948242,0.1985643059015274,0.9642857142857143
0.1993412971496582,0.19966505467891693,0.9642857142857143
0.23646873235702515,0.19981400668621063,1.0
0.19866988062858582,0.1986515372991562,0.9642857142857143
0.20251648128032684,0.19857925176620483,1.0
0.1988593488931656,0.198648139834404,1.0
0.20238813757896423,0.1987760215997696,1.0
0.1987067610025406,0.19893521070480347,1.0
0.19861149787902832,0.19888627529144287,1.0
0.19864392280578613,0.19877751171588898,1.0
0.1995873898267746,0.19873377680778503,1.0
0.1990819275379181,0.1986573040485382,1.0
0.19855332374572754,0.1987297534942627,1.0
0.1986321061849594,0.19878090918064117,1.0
0.1987699419260025,0.1986612230539322,1.0
0.1993498057126999,0.19873397052288055,1.0
0.19865593314170837,0.19874709844589233,1.0
0.19930565357208252,0.19864511489868164,1.0
0.19861039519309998,0.1986161768436432,1.0
0.198916494846344,0.1986497938632965,1.0
0.19869089126586914,0.19884851574897766,1.0
0.19864428043365479,0.19881609082221985,1.0
